label,label_id,precision,recall,f1_score,support,model_key,model_id,model_family,condition,seed
التعبئة عن طريق البطاقة,11,0.4901960784313725,0.5208333333333334,0.5050505050505051,48.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
التعبئة عن طريق شحن البطاقة,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,42.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
الحصول على بطاقة احتياطية,13,0.7727272727272727,0.85,0.8095238095238095,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
الحصول على بطاقة افتراضية,14,0.5892857142857143,0.717391304347826,0.6470588235294118,46.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
الحصول على بطاقة افتراضية يمكن التخلص منها,15,0.6666666666666666,0.3333333333333333,0.4444444444444444,54.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
الحصول على بطاقة فعلية,16,0.8205128205128205,0.8,0.810126582278481,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
الدفع المباشر للدين غير معروف,17,0.8536585365853658,0.6862745098039216,0.7608695652173914,51.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
الدفع بالبطاقة المعلق,18,0.8421052631578947,0.6037735849056604,0.7032967032967034,53.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
الدفع بالبطاقة غير معترف به,19,0.5116279069767442,0.55,0.5301204819277109,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
السحب النقدي غير معترف به,20,0.6458333333333334,0.7560975609756098,0.6966292134831461,41.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
الصرف عبر التطبيق,21,0.8333333333333334,0.75,0.7894736842105263,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
المستفيد غير مسموح به,22,0.75,0.7058823529411765,0.7272727272727273,51.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
الهاتف المفقود أو المسروق,23,0.7169811320754716,0.926829268292683,0.8085106382978723,41.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
انتظار التحويل,24,0.5789473684210527,0.5238095238095238,0.55,42.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
انهاء حساب,25,0.8888888888888888,0.835820895522388,0.8615384615384616,67.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
بطاقة على وشك الانتهاء,26,0.9,0.8571428571428571,0.8780487804878049,42.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
بطاقة مخترقة,27,0.7666666666666667,0.575,0.6571428571428571,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تحرير التفاصيل الشخصية,28,0.851063829787234,0.8888888888888888,0.8695652173913043,45.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تحصيل رسوم التحويل,29,0.5892857142857143,0.825,0.6875,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تحقق من تعبئة الرصيد,30,0.8809523809523809,0.8409090909090909,0.8604651162790697,44.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تحقق من هويتي,31,0.68,0.85,0.7555555555555555,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تعبئة الرصيد نقدًا أو بشيك,32,0.75,0.532258064516129,0.6226415094339622,62.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تعبئة تلقائية,33,0.8412698412698413,0.8688524590163934,0.8548387096774194,61.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تغيير رمز التعريف الشخصي,34,0.9565217391304348,0.88,0.9166666666666666,50.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تفعيل بطاقتي,35,0.8787878787878788,0.6590909090909091,0.7532467532467533,44.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تقدير تسليم البطاقة,36,0.725,0.6904761904761905,0.7073170731707317,42.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تلقي الأموال,37,0.7592592592592593,0.7735849056603774,0.7663551401869159,53.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تلقي مبلغ خاطئ من النقد,38,0.9148936170212766,0.8269230769230769,0.8686868686868687,52.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تم التحصيل مرتين,39,0.8727272727272727,0.9056603773584906,0.8888888888888888,53.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تم تحصيل رسوم الدفع بالبطاقة,40,0.7352941176470589,0.8064516129032258,0.7692307692307693,62.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
تم رفض الدفع بالبطاقة,41,0.7391304347826086,0.425,0.5396825396825397,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
توقيت التحويل,42,0.6470588235294118,0.825,0.7252747252747253,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
حد السن,43,0.8571428571428571,0.9333333333333332,0.8936170212765957,45.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
حدود البطاقة التي يمكن التخلص منها,44,0.7959183673469388,0.8125,0.8041237113402062,48.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
حدود التعبئة,45,0.8461538461538461,0.8301886792452831,0.8380952380952381,53.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
دعم أجهزة الصراف الآلي,46,0.7708333333333334,0.902439024390244,0.8314606741573034,41.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
دعم البلد,47,0.9487179487179488,0.925,0.9367088607594936,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
دعم العملات الورقية,48,0.6,0.7333333333333333,0.66,45.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
ربط البطاقة,49,0.7575757575757576,0.925925925925926,0.8333333333333334,54.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
رسوم إضافية على كشف الحساب,50,0.8333333333333334,0.75,0.7894736842105263,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
رسوم السحب النقدي,51,0.7380952380952381,0.7209302325581395,0.7294117647058823,43.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
رسوم الصرف,52,0.8571428571428571,0.5454545454545454,0.6666666666666666,44.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
رفض التحويل,53,0.8,0.5333333333333333,0.64,45.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
رفض السحب النقدي,54,0.8292682926829268,0.723404255319149,0.7727272727272727,47.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
رمز التعريف الشخصي محظور,55,0.7777777777777778,0.7,0.7368421052631579,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
سعر الصرف,56,0.8571428571428571,0.9,0.8780487804878049,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
سعر الصرف الخاطئ للدفع بالبطاقة,57,0.8627450980392157,0.7857142857142857,0.822429906542056,56.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
سعر صرف خاطئ للسحب النقدي,58,0.8378378378378378,0.7380952380952381,0.7848101265822784,42.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
طلب استرداد,59,0.8275862068965517,0.6,0.6956521739130435,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
طلب بطاقة فعلية,60,0.5915492957746479,0.75,0.6614173228346457,56.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
عادت تعبئة الرصيد,61,0.5306122448979592,0.6190476190476191,0.5714285714285714,42.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
عدم التلامس لا يعمل,62,0.975,0.8297872340425532,0.896551724137931,47.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
غير قادر على التحقق من الهوية,63,0.8484848484848485,0.6829268292682927,0.7567567567567568,41.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
فشل التحويل,64,0.7105263157894737,0.4736842105263157,0.5684210526315789,57.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
فشل التعبئة,65,0.6585365853658537,0.5625,0.6067415730337079,48.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
في انتظار التعبئة,66,0.5862068965517241,0.7846153846153846,0.6710526315789473,65.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
في انتظار السحب النقدي,67,0.8484848484848485,0.8,0.8235294117647058,70.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
فيزا أو ماستر كارد,68,0.925,0.902439024390244,0.9135802469135802,41.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
قبول البطاقة,69,0.8108108108108109,0.75,0.7792207792207793,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
لم يتم تحديث الرصيد بعد التحويل المصرفي,70,0.5294117647058824,0.75,0.6206896551724138,48.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
لم يتم تحديث الرصيد بعد الشيك أو الإيداع النقدي,71,0.84375,0.675,0.75,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
لم يستلم المستلم التحويل,72,0.5135135135135135,0.8260869565217391,0.6333333333333333,46.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
لماذا التحقق من الهوية,73,0.6511627906976745,0.6829268292682927,0.6666666666666666,41.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
نسيان رمز المرور,74,0.8717948717948718,0.85,0.8607594936708861,40.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
نقل إلى الحساب,75,0.6538461538461539,0.864406779661017,0.7445255474452555,59.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
وصول البطاقة,76,0.4931506849315068,0.8780487804878049,0.631578947368421,41.0,AraBERT_E0_seed_2026,AraBERT_E0_seed_2026,AraBERTv2-base,E0,2026
آبل باي أو جوجل باي,0,0.7755102040816326,0.9047619047619048,0.8351648351648352,42.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
إرجاع الدفع بالبطاقة؟,1,0.4545454545454545,0.7608695652173914,0.5691056910569106,46.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
إعادة الشحن عن طريق رسوم التحويل المصرفي,2,0.660377358490566,0.660377358490566,0.660377358490566,53.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
إلغاء التحويل,3,0.875,0.875,0.875,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
ابتلاع البطاقة,4,0.875,0.7,0.7777777777777778,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
استرداد الأموال غير مرئي,5,0.9,0.675,0.7714285714285715,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
البطاقات والعملات المدعومة,6,0.6862745098039216,0.813953488372093,0.7446808510638298,43.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
البطاقة الافتراضية لا تعمل,7,0.9473684210526316,0.4090909090909091,0.5714285714285714,44.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
البطاقة المفقودة أو المسروقة,8,0.7631578947368421,0.5471698113207547,0.6373626373626373,53.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
البطاقة لا تعمل,9,0.6140350877192983,0.875,0.7216494845360825,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
التحقق من مصدر الأموال,10,0.9302325581395348,0.8333333333333334,0.8791208791208791,48.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
التعبئة عن طريق البطاقة,11,0.6,0.4375,0.5060240963855421,48.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
التعبئة عن طريق شحن البطاقة,12,0.868421052631579,0.7857142857142857,0.825,42.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
الحصول على بطاقة احتياطية,13,0.6346153846153846,0.825,0.717391304347826,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
الحصول على بطاقة افتراضية,14,0.5074626865671642,0.7391304347826086,0.6017699115044248,46.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
الحصول على بطاقة افتراضية يمكن التخلص منها,15,0.5454545454545454,0.2222222222222222,0.3157894736842105,54.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
الحصول على بطاقة فعلية,16,0.8095238095238095,0.85,0.8292682926829268,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
الدفع المباشر للدين غير معروف,17,0.7142857142857143,0.6862745098039216,0.7,51.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
الدفع بالبطاقة المعلق,18,0.7391304347826086,0.6415094339622641,0.6868686868686869,53.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
الدفع بالبطاقة غير معترف به,19,0.4594594594594595,0.425,0.4415584415584415,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
السحب النقدي غير معترف به,20,0.5925925925925926,0.7804878048780488,0.6736842105263158,41.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
الصرف عبر التطبيق,21,0.7804878048780488,0.8,0.7901234567901234,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
المستفيد غير مسموح به,22,0.68,0.6666666666666666,0.6732673267326733,51.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
الهاتف المفقود أو المسروق,23,0.7608695652173914,0.8536585365853658,0.8045977011494253,41.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
انتظار التحويل,24,0.696969696969697,0.5476190476190477,0.6133333333333333,42.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
انهاء حساب,25,0.8461538461538461,0.8208955223880597,0.8333333333333334,67.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
بطاقة على وشك الانتهاء,26,0.8947368421052632,0.8095238095238095,0.85,42.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
بطاقة مخترقة,27,0.6285714285714286,0.55,0.5866666666666667,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تحرير التفاصيل الشخصية,28,0.82,0.9111111111111112,0.8631578947368421,45.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تحصيل رسوم التحويل,29,0.574468085106383,0.675,0.6206896551724138,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تحقق من تعبئة الرصيد,30,0.9230769230769232,0.8181818181818182,0.8674698795180723,44.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تحقق من هويتي,31,0.7619047619047619,0.8,0.7804878048780488,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تعبئة الرصيد نقدًا أو بشيك,32,0.6956521739130435,0.7741935483870968,0.732824427480916,62.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تعبئة تلقائية,33,0.8888888888888888,0.7868852459016393,0.8347826086956521,61.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تغيير رمز التعريف الشخصي,34,0.8936170212765957,0.84,0.865979381443299,50.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تفعيل بطاقتي,35,0.96,0.5454545454545454,0.6956521739130435,44.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تقدير تسليم البطاقة,36,0.7317073170731707,0.7142857142857143,0.7228915662650602,42.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تلقي الأموال,37,0.734375,0.8867924528301887,0.8034188034188035,53.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تلقي مبلغ خاطئ من النقد,38,0.8333333333333334,0.8653846153846154,0.8490566037735849,52.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تم التحصيل مرتين,39,0.8596491228070176,0.9245283018867924,0.8909090909090909,53.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تم تحصيل رسوم الدفع بالبطاقة,40,0.6712328767123288,0.7903225806451613,0.725925925925926,62.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
تم رفض الدفع بالبطاقة,41,0.625,0.5,0.5555555555555556,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
توقيت التحويل,42,0.5964912280701754,0.85,0.7010309278350515,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
حد السن,43,0.8571428571428571,0.9333333333333332,0.8936170212765957,45.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
حدود البطاقة التي يمكن التخلص منها,44,0.7659574468085106,0.75,0.7578947368421053,48.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
حدود التعبئة,45,0.8148148148148148,0.8301886792452831,0.822429906542056,53.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
دعم أجهزة الصراف الآلي,46,0.8636363636363636,0.926829268292683,0.8941176470588236,41.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
دعم البلد,47,0.9487179487179488,0.925,0.9367088607594936,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
دعم العملات الورقية,48,0.7045454545454546,0.6888888888888889,0.6966292134831461,45.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
ربط البطاقة,49,0.6447368421052632,0.9074074074074074,0.7538461538461538,54.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
رسوم إضافية على كشف الحساب,50,0.7045454545454546,0.775,0.7380952380952381,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
رسوم السحب النقدي,51,0.6590909090909091,0.6744186046511628,0.6666666666666666,43.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
رسوم الصرف,52,0.9230769230769232,0.5454545454545454,0.6857142857142857,44.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
رفض التحويل,53,0.9,0.4,0.5538461538461539,45.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
رفض السحب النقدي,54,0.8108108108108109,0.6382978723404256,0.7142857142857143,47.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
رمز التعريف الشخصي محظور,55,0.84375,0.675,0.75,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
سعر الصرف,56,0.8536585365853658,0.875,0.8641975308641975,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
سعر الصرف الخاطئ للدفع بالبطاقة,57,0.7666666666666667,0.8214285714285714,0.7931034482758621,56.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
سعر صرف خاطئ للسحب النقدي,58,0.8076923076923077,0.5,0.6176470588235294,42.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
طلب استرداد,59,0.8378378378378378,0.775,0.8051948051948052,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
طلب بطاقة فعلية,60,0.5324675324675324,0.7321428571428571,0.6165413533834586,56.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
عادت تعبئة الرصيد,61,0.6410256410256411,0.5952380952380952,0.6172839506172839,42.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
عدم التلامس لا يعمل,62,0.9487179487179488,0.7872340425531915,0.8604651162790697,47.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
غير قادر على التحقق من الهوية,63,0.8333333333333334,0.7317073170731707,0.7792207792207793,41.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
فشل التحويل,64,0.75,0.4736842105263157,0.5806451612903226,57.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
فشل التعبئة,65,0.6511627906976745,0.5833333333333334,0.6153846153846154,48.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
في انتظار التعبئة,66,0.5416666666666666,0.8,0.6459627329192547,65.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
في انتظار السحب النقدي,67,0.9482758620689656,0.7857142857142857,0.859375,70.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
فيزا أو ماستر كارد,68,0.8536585365853658,0.8536585365853658,0.8536585365853658,41.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
قبول البطاقة,69,0.8,0.7,0.7466666666666667,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
لم يتم تحديث الرصيد بعد التحويل المصرفي,70,0.5223880597014925,0.7291666666666666,0.6086956521739131,48.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
لم يتم تحديث الرصيد بعد الشيك أو الإيداع النقدي,71,0.92,0.575,0.7076923076923077,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
لم يستلم المستلم التحويل,72,0.6271186440677966,0.8043478260869565,0.7047619047619048,46.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
لماذا التحقق من الهوية,73,0.6521739130434783,0.7317073170731707,0.6896551724137931,41.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
نسيان رمز المرور,74,0.9166666666666666,0.825,0.868421052631579,40.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
نقل إلى الحساب,75,0.6986301369863014,0.864406779661017,0.7727272727272727,59.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
وصول البطاقة,76,0.515625,0.8048780487804879,0.6285714285714286,41.0,AraBERT_E1_seed_42,AraBERT_E1_seed_42,AraBERTv2-base,E1,42
آبل باي أو جوجل باي,0,0.902439024390244,0.8809523809523809,0.891566265060241,42.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
إرجاع الدفع بالبطاقة؟,1,0.4675324675324675,0.782608695652174,0.5853658536585366,46.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
إعادة الشحن عن طريق رسوم التحويل المصرفي,2,0.7169811320754716,0.7169811320754716,0.7169811320754716,53.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
إلغاء التحويل,3,0.75,0.9,0.8181818181818182,40.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
ابتلاع البطاقة,4,0.9230769230769232,0.6,0.7272727272727273,40.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
استرداد الأموال غير مرئي,5,0.8387096774193549,0.65,0.7323943661971831,40.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
البطاقات والعملات المدعومة,6,0.6530612244897959,0.7441860465116279,0.6956521739130435,43.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
البطاقة الافتراضية لا تعمل,7,0.9375,0.3409090909090909,0.5,44.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
البطاقة المفقودة أو المسروقة,8,0.7954545454545454,0.660377358490566,0.7216494845360825,53.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
البطاقة لا تعمل,9,0.4925373134328358,0.825,0.616822429906542,40.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
التحقق من مصدر الأموال,10,0.9487179487179488,0.7708333333333334,0.8505747126436781,48.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
التعبئة عن طريق البطاقة,11,0.53125,0.3541666666666667,0.425,48.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
التعبئة عن طريق شحن البطاقة,12,0.782608695652174,0.8571428571428571,0.8181818181818182,42.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
الحصول على بطاقة احتياطية,13,0.576271186440678,0.85,0.6868686868686869,40.0,AraBERT_E1_seed_123,AraBERT_E1_seed_123,AraBERTv2-base,E1,123
